"gene_id","SYMBOL","GENENAME","GeneType"
"7179","TPTE","transmembrane phosphatase with tensin homology","protein-coding"
"149992","ANKRD30BP2","ankyrin repeat domain 30B pseudogene 2","pseudo"
"100423018","MIR3156-3","microRNA 3156-3","ncRNA"
"102724188","LINC01674","long intergenic non-protein coding RNA 1674","ncRNA"
"317754","POTED","POTE ankyrin domain family member D","protein-coding"
"100423008","MIR3118-1","microRNA 3118-1","ncRNA"
"107985482","LOC107985482","uncharacterized LOC107985482","ncRNA"
"112268283","LOC112268283","uncharacterized LOC112268283","ncRNA"
"103504736","MIR8069","microRNA 8069","ncRNA"
"54055","CYP4F29P","cytochrome P450 family 4 subfamily F member 29, pseudogene","pseudo"
"110091776","LOC110091776","ankyrin repeat domain 18B pseudogene","pseudo"
"391267","ANKRD20A11P","ankyrin repeat domain 20 family member A11, pseudogene","pseudo"
"105377134","LOC105377134","uncharacterized LOC105377134","ncRNA"
"149998","LIPI","lipase I","protein-coding"
"54033","RBM11","RNA binding motif protein 11","protein-coding"
"150000","ABCC13","ATP binding cassette subfamily C member 13 (pseudogene)","pseudo"
"6782","HSPA13","heat shock protein family A (Hsp70) member 13","protein-coding"
"105369304","LOC105369304","uncharacterized LOC105369304","ncRNA"
"64092","SAMSN1","SAM domain, SH3 domain and nuclear localization signals 1","protein-coding"
"100874190","SAMSN1-AS1","SAMSN1 antisense RNA 1","ncRNA"
"388813","LOC388813","replaced by ID 64092",""
"105372738","LOC105372738","uncharacterized LOC105372738","ncRNA"
"107987295","LINC02246","long intergenic non-protein coding RNA 2246","ncRNA"
"8204","NRIP1","nuclear receptor interacting protein 1","protein-coding"
"107985483","LOC107985483","uncharacterized LOC107985483","ncRNA"
"105369292","LOC105369292","uncharacterized LOC105369292","ncRNA"
"101927745","LOC101927745","uncharacterized LOC101927745","ncRNA"
"105369302","LOC105369302","uncharacterized LOC105369302","ncRNA"
"29761","USP25","ubiquitin specific peptidase 25","protein-coding"
"112268281","LOC112268281","",""
"388815","MIR99AHG","mir-99a-let-7c cluster host gene","ncRNA"
"109617014","SNORD74B","small nucleolar RNA, C/D box 74B","snoRNA"
"112268282","LOC112268282","",""
"407055","MIR99A","microRNA 99a","ncRNA"
"406885","MIRLET7C","microRNA let-7c","ncRNA"
"406912","MIR125B2","microRNA 125b-2","ncRNA"
"105372740","LOC105372740","uncharacterized LOC105372740","ncRNA"
"107985511","LOC107985511","uncharacterized LOC107985511","ncRNA"
"100505929","LINC01549","long intergenic non-protein coding RNA 1549","ncRNA"
"100189284","TRG-GCC1-5","tRNA-Gly (anticodon GCC) 1-5","tRNA"
"1525","CXADR","CXADR Ig-like cell adhesion molecule","protein-coding"
"10950","BTG3","BTG anti-proliferation factor 3","protein-coding"
"110806272","BTG3-AS1","BTG3 antisense RNA 1","ncRNA"
"105372741","LOC105372741","",""
"246312","C21orf91-OT1","C21orf91 overlapping transcript 1","ncRNA"
"54149","C21orf91","chromosome 21 open reading frame 91","protein-coding"
"140578","CHODL","chondrolectin","protein-coding"
"54075","CHODL-AS1","CHODL antisense RNA 1","ncRNA"
"107987296","LOC107987296","",""
"5651","TMPRSS15","transmembrane serine protease 15","protein-coding"
"101927797","MIR548XHG","MIR548X host gene","ncRNA"
"100422920","MIR548X","microRNA 548x","ncRNA"
"107985490","LOC107985490","uncharacterized LOC107985490","ncRNA"
"105372746","LINC01683","long intergenic non-protein coding RNA 1683","ncRNA"
"105372745","LOC105372745","uncharacterized LOC105372745","ncRNA"
"111216285","LINC02573","long intergenic non-protein coding RNA 2573","ncRNA"
"387486","LINC00320","long intergenic non-protein coding RNA 320","ncRNA"
"4685","NCAM2","neural cell adhesion molecule 2","protein-coding"
"378828","LINC00317","long intergenic non-protein coding RNA 317","ncRNA"
"101927821","LINC01425","long intergenic non-protein coding RNA 1425","ncRNA"
"101927843","LINC01687","long intergenic non-protein coding RNA 1687","ncRNA"
"54143","LINC00308","long intergenic non-protein coding RNA 308","ncRNA"
"107985508","LOC107985508","uncharacterized LOC107985508","ncRNA"
"107985509","LOC107985509","",""
"107985494","LOC107985494","uncharacterized LOC107985494","ncRNA"
"102466967","MIR6130","microRNA 6130","ncRNA"
"266917","D21S2088E","D21S2088E","ncRNA"
"105372747","LOC105372747","uncharacterized LOC105372747","ncRNA"
"107985512","LOC107985512","uncharacterized LOC107985512","ncRNA"
"105372749","LOC105372749","uncharacterized LOC105372749","ncRNA"
"105372750","LOC105372750","uncharacterized LOC105372750","ncRNA"
"101927869","LINC01689","long intergenic non-protein coding RNA 1689","ncRNA"
"105372751","LINC01684","long intergenic non-protein coding RNA 1684","ncRNA"
"339622","LINC01692","long intergenic non-protein coding RNA 1692","ncRNA"
"107985516","LOC107985516","uncharacterized LOC107985516","ncRNA"
"54072","LINC00158","long intergenic non-protein coding RNA 158","ncRNA"
"105372753","LOC105372753","uncharacterized LOC105372753","ncRNA"
"114614","MIR155HG","MIR155 host gene","ncRNA"
"406947","MIR155","microRNA 155","ncRNA"
"282566","LINC00515","long intergenic non-protein coding RNA 515","ncRNA"
"54148","MRPL39","mitochondrial ribosomal protein L39","protein-coding"
"58494","JAM2","junctional adhesion molecule 2","protein-coding"
"522","ATP5PF","ATP synthase peripheral stalk subunit F6","protein-coding"
"2551","GABPA","GA binding protein transcription factor subunit alpha","protein-coding"
"105372757","LOC105372757","uncharacterized LOC105372757","ncRNA"
"105372756","LOC105372756","uncharacterized LOC105372756","ncRNA"
"351","APP","amyloid beta precursor protein","protein-coding"
"100996571","CYYR1-AS1","CYYR1 antisense RNA 1","ncRNA"
"105372758","LOC105372758","uncharacterized LOC105372758","ncRNA"
"107985474","LOC107985474","uncharacterized LOC107985474","ncRNA"
"116159","CYYR1","cysteine and tyrosine rich 1","protein-coding"
"9510","ADAMTS1","ADAM metallopeptidase with thrombospondin type 1 motif 1","protein-coding"
"105372760","LOC105372760","uncharacterized LOC105372760","ncRNA"
"11096","ADAMTS5","ADAM metallopeptidase with thrombospondin type 1 motif 5","protein-coding"
"100616243","MIR4759","microRNA 4759","ncRNA"
"112268279","LOC112268279","",""
"112268280","LOC112268280","",""
"102724355","LOC102724355","uncharacterized LOC102724355","ncRNA"
"105372759","LOC105372759","uncharacterized LOC105372759","ncRNA"
"105372762","LOC105372762","uncharacterized LOC105372762","ncRNA"
"105372763","LINC01673","long intergenic non-protein coding RNA 1673","ncRNA"
"54088","LINC00113","long intergenic non-protein coding RNA 113","ncRNA"
"246705","LINC00314","long intergenic non-protein coding RNA 314","ncRNA"
"284825","LINC01697","long intergenic non-protein coding RNA 1697","ncRNA"
"101927973","LINC01695","long intergenic non-protein coding RNA 1695","ncRNA"
"102724420","LOC102724420","",""
"105372764","LOC105372764","",""
"29104","N6AMT1","N-6 adenine-specific DNA methyltransferase 1","protein-coding"
"118421","LINC00161","long intergenic non-protein coding RNA 161","ncRNA"
"26046","LTN1","listerin E3 ubiquitin protein ligase 1","protein-coding"
"105372766","LOC105372766","uncharacterized LOC105372766","ncRNA"
"10069","RWDD2B","RWD domain containing 2B","protein-coding"
"10600","USP16","ubiquitin specific peptidase 16","protein-coding"
"10694","CCT8","chaperonin containing TCP1 subunit 8","protein-coding"
"56911","MAP3K7CL","MAP3K7 C-terminal like","protein-coding"
"105372767","LOC105372767","uncharacterized LOC105372767","ncRNA"
"193629","LINC00189","long intergenic non-protein coding RNA 189","ncRNA"
"105369299","LOC105369299","uncharacterized LOC105369299","ncRNA"
"571","BACH1","BTB domain and CNC homolog 1","protein-coding"
"100874322","BACH1-IT2","BACH1 intronic transcript 2","ncRNA"
"107985486","LOC107985486","uncharacterized LOC107985486","ncRNA"
"105372770","LOC105372770","uncharacterized LOC105372770","ncRNA"
"54147","BACH1-IT3","BACH1 intronic transcript 3","ncRNA"
"2897","GRIK1","glutamate ionotropic receptor kainate type subunit 1","protein-coding"
"105372768","LOC105372768","uncharacterized LOC105372768","ncRNA"
"100379661","GRIK1-AS2","GRIK1 antisense RNA 2","ncRNA"
"642976","GRIK1-AS1","GRIK1 antisense RNA 1","ncRNA"
"26285","CLDN17","claudin 17","protein-coding"
"266919","LINC00307","long intergenic non-protein coding RNA 307","ncRNA"
"9073","CLDN8","claudin 8","protein-coding"
"643803","KRTAP24-1","keratin associated protein 24-1","protein-coding"
"100131902","KRTAP25-1","keratin associated protein 25-1","protein-coding"
"388818","KRTAP26-1","keratin associated protein 26-1","protein-coding"
"643812","KRTAP27-1","keratin associated protein 27-1","protein-coding"
"337963","KRTAP23-1","keratin associated protein 23-1","protein-coding"
"337959","KRTAP13-2","keratin associated protein 13-2","protein-coding"
"100422891","MIR4327","microRNA 4327","ncRNA"
"105372772","LOC105372772","uncharacterized LOC105372772","ncRNA"
"140258","KRTAP13-1","keratin associated protein 13-1","protein-coding"
"337960","KRTAP13-3","keratin associated protein 13-3","protein-coding"
"284827","KRTAP13-4","keratin associated protein 13-4","protein-coding"
"254950","KRTAP15-1","keratin associated protein 15-1","protein-coding"
"337882","KRTAP19-1","keratin associated protein 19-1","protein-coding"
"337969","KRTAP19-2","keratin associated protein 19-2","protein-coding"
"337970","KRTAP19-3","keratin associated protein 19-3","protein-coding"
"337971","KRTAP19-4","keratin associated protein 19-4","protein-coding"
"337972","KRTAP19-5","keratin associated protein 19-5","protein-coding"
"337973","KRTAP19-6","keratin associated protein 19-6","protein-coding"
"337974","KRTAP19-7","keratin associated protein 19-7","protein-coding"
"100288287","KRTAP22-2","keratin associated protein 22-2","protein-coding"
"337968","KRTAP6-3","keratin associated protein 6-3","protein-coding"
"337967","KRTAP6-2","keratin associated protein 6-2","protein-coding"
"337979","KRTAP22-1","keratin associated protein 22-1","protein-coding"
"337966","KRTAP6-1","keratin associated protein 6-1","protein-coding"
"337975","KRTAP20-1","keratin associated protein 20-1","protein-coding"
"100151643","KRTAP20-4","keratin associated protein 20-4","protein-coding"
"337976","KRTAP20-2","keratin associated protein 20-2","protein-coding"
"337985","KRTAP20-3","keratin associated protein 20-3","protein-coding"
"105372773","LOC105372773","uncharacterized LOC105372773","ncRNA"
"100288323","KRTAP21-3","keratin associated protein 21-3","protein-coding"
"337978","KRTAP21-2","keratin associated protein 21-2","protein-coding"
"337977","KRTAP21-1","keratin associated protein 21-1","protein-coding"
"337879","KRTAP8-1","keratin associated protein 8-1","protein-coding"
"337878","KRTAP7-1","keratin associated protein 7-1","protein-coding"
"337880","KRTAP11-1","keratin associated protein 11-1","protein-coding"
"105372776","LOC105372776","uncharacterized LOC105372776","ncRNA"
"105372775","LOC105372775","uncharacterized LOC105372775","ncRNA"
"105372774","LOC105372774","uncharacterized LOC105372774","ncRNA"
"728299","KRTAP19-8","keratin associated protein 19-8","protein-coding"
"7074","TIAM1","TIAM Rac1 associated GEF 1","protein-coding"
"107985487","LOC107985487","",""
"105372777","LOC105372777","uncharacterized LOC105372777","ncRNA"
"150051","TIAM1-AS1","TIAM1 antisense RNA 1","ncRNA"
"107985488","LOC107985488","uncharacterized LOC107985488","ncRNA"
"102724449","SOD1-DT","SOD1 divergent transcript","ncRNA"
"6647","SOD1","superoxide dismutase 1","protein-coding"
"57466","SCAF4","SR-related CTD associated factor 4","protein-coding"
"30811","HUNK","hormonally up-regulated Neu-associated kinase","protein-coding"
"100551499","LINC00159","long intergenic non-protein coding RNA 159","ncRNA"
"54069","MIS18A","MIS18 kinetochore protein A","protein-coding"
"56246","MRAP","melanocortin 2 receptor accessory protein","protein-coding"
"105372779","MRAP-AS1","MRAP antisense RNA 1","ncRNA"
"9875","URB1","URB1 ribosome biogenesis homolog","protein-coding"
"677846","SNORA80A","small nucleolar RNA, H/ACA box 80A","snoRNA"
"84996","URB1-AS1","URB1 antisense RNA 1 (head to head)","ncRNA"
"59271","EVA1C","eva-1 homolog C","protein-coding"
"110091775","CFAP298-TCP10L","CFAP298-TCP10L readthrough","protein-coding"
"140290","TCP10L","t-complex 10 like","protein-coding"
"105372782","LOC105372782","",""
"56683","CFAP298","cilia and flagella associated protein 298","protein-coding"
"8867","SYNJ1","synaptojanin 1","protein-coding"
"100506215","PAXBP1-AS1","PAXBP1 antisense RNA 1","ncRNA"
"94104","PAXBP1","PAX3 and PAX7 binding protein 1","protein-coding"
"54067","C21orf62-AS1","C21orf62 antisense RNA 1","ncRNA"
"56245","C21orf62","chromosome 21 open reading frame 62","protein-coding"
"105377136","LOC105377136","uncharacterized LOC105377136","ncRNA"
"102724502","LINC01690","long intergenic non-protein coding RNA 1690","ncRNA"
"10215","OLIG2","oligodendrocyte transcription factor 2","protein-coding"
"107985505","LOC107985505","",""
"105372785","LOC105372785","",""
"101930746","LINC00945","long intergenic non-protein coding RNA 945","ncRNA"
"116448","OLIG1","oligodendrocyte transcription factor 1","protein-coding"
"101928107","LOC101928107","uncharacterized LOC101928107","ncRNA"
"728409","LINC01548","long intergenic non-protein coding RNA 1548","ncRNA"
"105372787","LOC105372787","uncharacterized LOC105372787","ncRNA"
"3455","IFNAR2","interferon alpha and beta receptor subunit 2","protein-coding"
"100288432","IL10RB-DT","IL10RB divergent transcript","ncRNA"
"3588","IL10RB","interleukin 10 receptor subunit beta","protein-coding"
"3454","IFNAR1","interferon alpha and beta receptor subunit 1","protein-coding"
"3460","IFNGR2","interferon gamma receptor 2","protein-coding"
"757","TMEM50B","transmembrane protein 50B","protein-coding"
"54943","DNAJC28","DnaJ heat shock protein family (Hsp40) member C28","protein-coding"
"2618","GART","phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase","protein-coding"
"6651","SON","SON DNA and RNA binding protein","protein-coding"
"102465248","MIR6501","microRNA 6501","ncRNA"
"107985481","LOC107985481","",""
"29980","DONSON","DNA replication fork stabilization factor DONSON","protein-coding"
"9946","CRYZL1","crystallin zeta like 1","protein-coding"
"6453","ITSN1","intersectin 1","protein-coding"
"539","ATP5PO","ATP synthase peripheral stalk subunit OSCP","protein-coding"
"100506334","LINC00649","long intergenic non-protein coding RNA 649","ncRNA"
"101928126","LOC101928126","uncharacterized LOC101928126","ncRNA"
"105372790","LOC105372790","uncharacterized LOC105372790","ncRNA"
"105372789","LOC105372789","uncharacterized LOC105372789","ncRNA"
"64968","MRPS6","mitochondrial ribosomal protein S6","protein-coding"
"6526","SLC5A3","solute carrier family 5 member 3","protein-coding"
"114036","LINC00310","long intergenic non-protein coding RNA 310","ncRNA"
"105372791","LOC105372791","uncharacterized LOC105372791","ncRNA"
"9992","KCNE2","potassium voltage-gated channel subfamily E regulatory subunit 2","protein-coding"
"54065","SMIM11","small integral membrane protein 11","protein-coding"
"101928147","C21orf140","chromosome 21 open reading frame 140","protein-coding"
"105372793","LOC105372793","uncharacterized LOC105372793","ncRNA"
"388820","SMIM34","small integral membrane protein 34","protein-coding"
"3753","KCNE1","potassium voltage-gated channel subfamily E regulatory subunit 1","protein-coding"
"1827","RCAN1","regulator of calcineurin 1","protein-coding"
"54102","CLIC6","chloride intracellular channel 6","protein-coding"
"54064","LINC00160","long intergenic non-protein coding RNA 160","ncRNA"
"107985515","LOC107985515","uncharacterized LOC107985515","ncRNA"
"100506385","LINC01426","long intergenic non-protein coding RNA 1426","ncRNA"
"861","RUNX1","RUNX family transcription factor 1","protein-coding"
"102724584","LOC102724584","",""
"112267915","LOC112267915","uncharacterized LOC112267915","ncRNA"
"80215","RUNX1-IT1","RUNX1 intronic transcript 1","ncRNA"
"100506403","LOC100506403","uncharacterized LOC100506403","ncRNA"
"768219","MIR802","microRNA 802","ncRNA"
"54036","PPP1R2P2","protein phosphatase 1 regulatory inhibitor subunit 2 pseudogene 2","pseudo"
"101928269","LOC101928269","uncharacterized LOC101928269","ncRNA"
"100996609","LINC01436","long intergenic non-protein coding RNA 1436","ncRNA"
